ForayNL Name,Mycobank Name,Value
Gymnopus (Marasmius) androsaceus,,3
Gymnopus brunneolus comb. prov.,,3
Gymnopus confluens,Gymnopus confluens,0
Gymnopus dryophilus,Gymnopus dryophilus,0
Gymnopus eneficola,Gymnopus eneficola,0
Gymnopus impudicus,Gymnopus impudicus,0
Gymnopus lachnophyllus,Gymnopus lachnophyllus,0
Gymnopus loiseleuriatorum,Gymnopus loiseleurietorum,2
Gymnopus obscurus,Gymnopilus obscurus,2
Gymnopus ocior,Gymnopus ocior,0
Gymnopus peronatus,Gymnopus peronatus,0
Gymnopus striatipes,Gymnopus striatipes,0
Gymnosporangium claviceps,Gymnosporangium clavipes,2
Gymnosporangium cornutum,Gymnosporangium cornutum,0
Gymnosporangium nidus-avis,Gymnosporangium nidus-avis,0
Gyroflexus brevibasidiatus,Gyroflexus brevibasidiatus,0
Gyromitra ambigua,Gyromitra ambigua,0
Gyroporus cyanescens,Gyroporus cyanescens,0
Hapalopilus rutilans,Hapalopilus rutilans,0
Harrya chromapes,Harrya chromapes,0
Hebeloma calvinii,Hebeloma calvinii,0
Hebeloma candidipes,Hebeloma candidipes,0
Hebeloma dunense,Hebeloma dunense,0
Hebeloma geminatum,Hebeloma geminatum,0
Hebeloma hiemale,Hebeloma hiemale,0
Hebeloma incarnatulum,Hebeloma incarnatulum,0
Hebeloma marginatulum,Hebeloma marginatulum,0
Hebeloma mesophaeum,Hebeloma mesophaeum,0
Hebeloma minus,Hebeloma minus,0
Hebeloma naviculosporum,Hebeloma naviculosporum,0
Hebeloma oreophilum,Hebeloma oreophilum,0
Hebeloma sp. a,,3
Hebeloma velutipes,Hebeloma velutipes,0
Helminthosphaeria clavariarum,Helminthosphaeria clavariarum,0
Helotium clavus,Helotium clavus,0
Helvella corium,Helvella corium,0
Helvella crispa,Helvella crispa,0
Helvella elastica,Helvella elastica,0
Helvella lacunosa,Helvella lacunosa,0
Helvella macropus,Helvella macropus,0
Helvella phlebophora,Helvella phlebophora,0
Helvella sulcata,Helvella sulcata,0
Hemileccinum subglabripes,Hemileccinum subglabripes,0
Hemimycena gracilis,Hemimycena gracilis,0
Hemimycena lactea,Hemimycena lactea,0
Hemimycena pseudolactea,Hemimycena pseudolactea,0
Hemipholiota populnea var. edmundii,,3
Hemitrichia clavata,Hemitrichia clavata,0
Henningsomyces candidus,Henningsomyces candidus,0
Hericium coralloides,Hericium coralloides,0
Heyderia abietis,Heyderia abietis,0
Hohenbuehelia fluxilis,Hohenbuehelia fluxilis,0
Hohenbuehelia petaloides,Hohenbuehelia petaloides,0
Hohenbuehelia reniformis,Hohenbuehelia reniformis,0
Hohenbuehelia tremula,Hohenbuehelia tremula,0
Humaria hemisphaerica,Humaria hemisphaerica,0
Humidicutis marginata,Humidicutis marginata,0
Humidicutis marginata var. concolor,Humidicutis marginata var. concolor,0
Humidicutis marginata var. olivacea,Humidicutis marginata var. olivacea,0
Humidicutis pura,Humidicutis pura,0
Hyaloscypha albohyalina,Hyaloscypha albohyalina,0
Hydnellum aurantiacum,Hydnellum aurantiacum,0
Hydnellum caeruleum,Hydnellum caeruleum,0
Hydnellum concrescens,Hydnellum concrescens,0
Hydnellum ferrugineum,Hydnellum ferrugineum,0
Hydnellum frondosum,Hydnellum frondosum,0
Hydnellum geogenium,Hydnellum geogenium,0
Hydnellum multiceps,Hydnellum multiceps,0
Hydnellum peckii,Hydnellum peckii,0
Hydnellum pineticola,Hydnellum pineticola,0
Hydnellum scrobiculatum,Hydnellum scrobiculatum,0
Hydnellum suaveolens,Hydnellum suaveolens,0
Hydnellum velutinum var. spongiosipes,Hydnellum velutinum var. spongiosipes,0
Hydnophlebia chrysorhiza,Hydnophlebia chrysorhiza,0
Hydnoporia tabacina,Hydnoporia tabacina,0
Hydnotrya cubispora,Hydnotrya cubispora,0
Hydnum albidum,Hydnum albidum,0
"Hydnum ""repandum var. album""",Hydnum repandum var. album,2
"Hydnum ""repandum""",Hydnum repandum,2
Hydnum albomagnum,Hydnum albomagnum,0
Hydnum neorepandum,Hydnum neorepandum,0
Hydnum quebecense,Hydnum quebecense,0
Hydnum rufescens,Hydnum rufescens,0
Hydnum umbilicatum,Hydnum umbilicatum,0
Hydropus marginellus,Hydropus marginellus,0
Hygrocybe acutoconica,Hygrocybe acutoconica,0
Hygrocybe aurantiosplendens,Hygrocybe aurantiosplendens,0
Hygrocybe cantharellus,Hygrocybe cantharellus,0
Hygrocybe ceracea,Hygrocybe ceracea,0
Hygrocybe chlorophana,Hygrocybe chlorophana,0
Hygrocybe coccinea,Hygrocybe coccinea,0
Hygrocybe coccineocrenata,Hygrocybe coccineocrenata,0
Hygrocybe conica,Hygrocybe conica,0
Hygrocybe conica var. chloroides,Hygrocybe conica var. chloroides,0
Hygrocybe conica var. conicopalustris,Hygrocybe conica var. conicopalustris,0
Hygrocybe helobia,Hygrocybe helobia,0
Hygrocybe insipida,Hygrocybe insipida,0
Hygrocybe jackmanii,Hygrocybe jackmanii,0
Hygrocybe miniata,Hygrocybe miniata,0
Hygrocybe miniata var. mollis,Hygrocybe miniata var. mollis,0
Hygrocybe phaeococcinea,Hygrocybe phaeococcinea,0
Hygrocybe punicea,Hygrocybe punicea,0
Hygrocybe reidii,Hygrocybe reidii,0
Hygrocybe singeri var. albifolia,Hygrocybe singeri var. albifolia,0
Hygrocybe squamulosa,Hygrocybe squamulosa,0
Hygrocybe substrangulata var. rhodophylla,Hygrocybe substrangulata var. rhodophylla,0
Hygrocybe tahquamenonensis,Hygrocybe tahquamenonensis,0
Hygrocybe turunda,Hygrocybe turunda,0
Hygrocybe turunda var. sphagnophila,Hygrocybe turunda var. sphagnophila,0
Hygrophoropsis aurantiaca,Hygrophoropsis aurantiaca,0
Hygrophoropsis aurantiaca var. albida,Hygrophoropsis aurantiaca var. pallida,2
Hygrophoropsis rufa,Hygrophoropsis rufa,0
Hygrophorus agathosmus,Hygrophorus agathosmus,0
Hygrophorus camarophyllus,Hygrophorus camarophyllus,0
Hygrophorus chrysodon,Hygrophorus chrysodon,0
Hygrophorus discoideus,Hygrophorus discoideus,0
Hygrophorus eburneus,Hygrophorus eburneus,0
Hygrophorus erubescens,Hygrophorus erubescens,0
Hygrophorus gliocyclus,Hygrophorus gliocyclus,0
Hygrophorus inocybiformis,Hygrophorus inocybiformis,0
Hygrophorus monticola,Hygrophorus monticola,0
Hygrophorus olivaceoalbus,Hygrophorus olivaceoalbus,0
Hygrophorus piceae,Hygrophorus piceae,0
Hygrophorus pudorinus,Hygrophorus pudorinus,0
Hygrophorus purpurascens,Hygrophorus purpurascens,0
Hygrophorus russula,Hygrophorus russula,0
Hygrophorus secretanii,Hygrophorus secretanii,0
Hygrophorus speciosus,Hygrophorus speciosus,0
Hymenochaete cinnamomea,Hymenochaete cinnamomea,0
Hymenochaete fuliginosa,Hymenochaete fuliginosa,0
Hymenochaete rubiginosa,Hymenochaete rubiginosa,0
Hymenochaetopsis tabacina,Hymenochaetopsis tabacina,0
Hymenoscyphus alniellus,Hymenoscyphus alniellus,0
Hymenoscyphus calyculus,Hymenoscyphus calyculus,0
Hymenoscyphus imberbis,Hymenoscyphus imberbis,0
Hymenoscyphus lutescens,Hymenoscyphus lutescens,0
Hymenoscyphus perilis,Hymenoscyphus parilis,2
Hymenoscyphus repandus,Hymenoscyphus repandus,0
Hymenoscyphus scutula,Hymenoscyphus scutula,0
Hyphoderma argillaceum,Hyphoderma argillaceum,0
Hyphoderma sambuci,Hyphoderma sambuci,0
Hyphoderma setigerum,Hyphoderma setigerum,0
Hyphoderma sibiricum,Hyphoderma sibiricum,0
Hyphodontia alutaria,Hyphodontia alutaria,0
Hyphodontia arguta,Hyphodontia arguta,0
Hyphodontia borealis,Hyphodontia borealis,0
Hyphodontia breviseta,Hyphodontia breviseta,0
Hyphodontia crustosa,Hyphodontia crustosa,0
Hyphodontia hastata,Hyphodontia hastata,0
Hyphodontia pallidula,Hyphodontia pallidula,0
Hyphodontia quercina,Hyphodontia quercina,0
Hyphodontia rimosissima,Hyphodontia rimosissima,0
Hyphodontia spathulata,Hyphodontia spathulata,0
Hyphodontia subalutacea,Hyphodontia subalutacea,0
Hypholoma capnoides,Hypholoma capnoides,0
Hypholoma dispersum,Hypholoma dispersum,0
Hypholoma elongatum,Hypholoma elongatum,0
Hypholoma ericaeum,Hypholoma ericaeum,0
Hypholoma eximium,Hypholoma eximium,0
Hypholoma fasciculare,Hypholoma fasciculare,0
Hypholoma marginatum,Hypholoma marginatum,0
Hypholoma myosotis,Hypholoma myosotis,0
Hypholoma polytrichi,Hypholoma polytrichi,0
Hypholoma radicosum,Hypholoma radicosum,0
Hypholoma subericaeum,Hypholoma subericaeum,0
Hypholoma sublateritium,Hypholoma sublateritium,0
Hypochnicium albostramineum,Hypochnicium albostramineum,0
Hypochnicium cremicolor,Hypochnicium cremicolor,0
Hypochnicium punctulatum,Hypochnicium punctulatum,0
Hypocrea leucopus,Hypocrea leucopus,0
Hypocrea pulvinata,Hypocrea pulvinata,0
Hypomyces armeniacus,Hypomyces armeniacus,0
Hypomyces chrysospermus,Hypomyces chrysospermus,0
Hypomyces hyalinus,Hypomyces hyalinus,0
Hypomyces lactifluorum,Hypomyces lactifluorum,0
Hypomyces lateritius,Hypomyces lateritius,0
Hypomyces leotiicola,Hypomyces leotiicola,0
Hypomyces luteovirens,Hypomyces luteovirens,0
Hypomyces microspermus,Hypomyces microspermus,0
Hypomyces papulasporae var. americanus,Hypomyces papulasporae var. americanus,0
Hypomyces torminosus,Hypomyces torminosus,0
Hypomyces viridilutescens,,3
Hypoxylon fragiforme,Hypoxylon fragiforme,0
Hypoxylon fuscum,Hypoxylon fuscum,0
Hypoxylon rubiginosum,Hypoxylon rubiginosum,0
Hypsizygus marmoreus,Hypsizygus marmoreus,0
Imleria badia,Imleria badia,0
Immersiella immersa,Immersiella immersa,0
Infundibulicybe gibba,Infundibulicybe gibba,0
Infundibulicybe gigas,Infundibulicybe gigas,0
Infundibulicybe squamulosa,Infundibulicybe squamulosa,0
Inocybe asterospora,Inocybe asterospora,0
Inocybe calamistrata,Inocybe calamistrata,0
Inocybe castanea,Inocybe castanea,0
Inocybe comatella,Inocybe comatella,0
Inocybe dulcamara,Inocybe dulcamara,0
Inocybe egenula,Inocybe egenula,0
Inocybe ericetorum,Inocybe ericetorum,0
Inocybe fastigiata,Inocybe fastigiata,0
Inocybe flocculosa,Inocybe flocculosa,0
Inocybe fraudans,Inocybe fraudans,0
Inocybe fraudans var. chamaesalicis,Inocybe fraudans var. chamaesalicis,0
Inocybe fuscodisca,Inocybe fuscodisca,0
Inocybe fuscomarginata,Inocybe fuscomarginata,0
Inocybe geophylla,Inocybe geophylla,0
Inocybe gymnocarpa,Inocybe gymnocarpa,0
Inocybe hystrix,Inocybe hystrix,0
Inocybe lacera,Inocybe lacera,0
Inocybe lanuginosa,Inocybe lanuginosa,0
Inocybe leptophylla,Inocybe leptophylla,0
Inocybe leucoblema,Inocybe leucoblema,0
Inocybe lilacina,Inocybe lilacina,0
Inocybe longispora,Inocybe longispora,0
Inocybe microspora,Inocybe microspora,0
Inocybe mixtilis,Inocybe mixtilis,0
Inocybe napipes,Inocybe napipes,0
Inocybe perbrevia,Inocybe perbrevis,2
Inocybe petiginosa,Inocybe petiginosa,0
Inocybe phaeodisca,Inocybe phaeodisca,0
Inocybe rimosa,Inocybe rimosa,0
Inocybe rufoalba,Inocybe rufoalba,0
Inocybe soluta,Inocybe soluta,0
Inocybe sororia,Inocybe sororia,0
Inocybe splendens,Inocybe splendens,0
Inocybe stellatospora,Inocybe stellatospora,0
Inocybe subcarpta,Inocybe subcarpta,0
Inocybe tahquamenonensis,Inocybe tahquamenonensis,0
Inocybe teraturga,Inocybe teraturgus,2
Inocybe terrigena,Inocybe terrigena,0
Inocybe umboninota,Inocybe umboninota,0
Inocybe umbratica,Inocybe umbratica,0
Inocybe virgata,Inocybe virgata,0
Inonotus cuticularis,Inonotus cuticularis,0
Inonotus glomeratus,Inonotus glomeratus,0
Inonotus obliquus,Inonotus obliquus,0
Iodophanus carneus,Iodophanus carneus,0
Ischnoderma benzoinum,Ischnoderma benzoinum,0
Ischnoderma resinosum,Ischnoderma resinosum,0
Jackrogersella multiformis,Jackrogersella multiformis,0
Jahnoporus hirtus,Jahnoporus hirtus,0
Junghuhnia nitida,Junghuhnia nitida,0
Kavinia alboviridis,Kavinia alboviridis,0
Kirschsteiniothelia aethiops,Kirschsteiniothelia aethiops,0
Kneiffiella abieticola,Kneiffiella abieticola,0
Kuehneromyces lignicola,Kuehneromyces lignicola,0
Kuehneromyces mutabilis,Kuehneromyces mutabilis,0
Laccaria altaica,Laccaria altaica,0
Laccaria bicolor,Laccaria bicolor,0
Laccaria laccata,Laccaria laccata,0
Laccaria laccata var. pallidifolia,Laccaria laccata var. pallidifolia,0
Laccaria longipes,Laccaria longipes,0
Laccaria nobilis,Laccaria nobilis,0
Laccaria proxima,Laccaria proxima,0
Laccaria striatula,Laccaria striatula,0
Laccaria tortilis,Laccaria tortilis,0
Laccaria trullisata,Laccaria trullisata,0
Lachnellula agassizii,Lachnellula agassizii,0
Lachnellula calyciformis,Lachnellula calyciformis,0
Lachnellula suecica,Lachnellula suecica,0
Lachnum calyculiforme,Lachnum calyculiforme,0
Lachnum sulphurellum,Lachnum sulphurellum,0
Lachnum virgineum,Lachnum virgineum,0
Lacrymaria lacrymabunda,Lacrymaria lacrymabunda,0
Lactarius affinis var. affinis,Lactarius affinis var. affinis,0
Lactarius affinis var. viridilactis,Lactarius affinis var. viridilactis,0
Lactarius albocarneus,Lactarius albocarneus,0
Lactarius alpinus,Lactarius alpinus,0
Lactarius aquizonatus,Lactarius aquizonatus,0
Lactarius aspideoides,Lactarius aspideoides,0
Lactarius aurantiacus,Lactarius aurantiacus,0
Lactarius badiosanguineus,Lactarius badiosanguineus,0
Lactarius blumii,Lactarius blumii,0
Lactarius caespitosus,Lactarius caespitosus,0
Lactarius camphoratus,Lactarius camphoratus,0
Lactarius chrysorrheus,Lactarius chrysorrheus,0
Lactarius circellatus,Lactarius circellatus,0
Lactarius deceptivus,Lactarius deceptivus,0
Lactarius deliciosus,Lactarius deliciosus,0
Lactarius deterrimus,Lactarius deterrimus,0
Lactarius fumosoides,Lactarius fumosoides,0
Lactarius fumosus,Lactarius fumosus,0
Lactarius gerardii,Lactarius gerardii,0
Lactarius glyciosmus,Lactarius glyciosmus,0
Lactarius griseus,Lactarius griseus,0
Lactarius helvus,Lactarius helvus,0
Lactarius hibbardiae,Lactarius hibbardiae,0
Lactarius hysginus,Lactarius hysginus,0
Lactarius lanceolatus,Lactarius lanceolatus,0
Lactarius leonis,Lactarius leonis,0
Lactarius lignyotellus,Lactarius lignyotellus,0
Lactarius lignyotus var. canadensis,Lactarius lignyotus var. canadensis,0
Lactarius lignyotus var. lignyotus,Lactarius lignyotus var. lignyotus,0
Lactarius lignyotus var. marginatus,Lactarius lignyotus var. marginatus,0
Lactarius lignyotus var. nigroviolascens,Lactarius lignyotus var. nigroviolascens,0
Lactarius mucidus,Lactarius mucidus,0
Lactarius necator,Lactarius necator,0
Lactarius nitidus,Lactarius nitidus,0
Lactarius oculatus,Lactarius oculatus,0
Lactarius pallidus,Lactarius pallidus,0
Lactarius peckii,Lactarius peckii,0
Lactarius pseudoflexuosus,Lactarius pseudoflexuosus,0
Lactarius pseudouvidus,Lactarius pseudouvidus,0
Lactarius pubescens,Lactarius pubescens,0
Lactarius repraesentaneus,Lactarius repraesentaneus,0
Lactarius resimus,Lactarius resimus,0
Lactarius rosezonatus,Lactarius roseozonatus,2
Lactarius rufus,Lactarius rufus,0
Lactarius salicis-herbaceae,Lactarius salicis-herbaceae,0
Lactarius salicis-reticulatae,Lactarius salicis-reticulatae,0
Lactarius scrobiculatus var. canadensis,Lactarius scrobiculatus var. canadensis,0
Lactarius serifluus,Lactarius serifluus,0
Lactarius sordidus,Lactarius sordidus,0
Lactarius sphagneti,Lactarius sphagneti,0
Lactarius subdulcis,Lactarius subdulcis,0
Lactarius subvellereus,Lactarius subvellereus,0
Lactarius tabidus,Lactarius tabidus,0
Lactarius thyinos,Lactarius thyinos,0
Lactarius torminosulus,Lactarius torminosulus,0
Lactarius torminosus,Lactarius torminosus,0
Lactarius trivialis,Lactarius trivialis,0
Lactarius tuomikoskii,Lactarius tuomikoskii,0
Lactarius uvidus,Lactarius uvidus,0
Lactarius vellereus,Lactarius vellereus,0
Lactarius vietus,Lactarius vietus,0
Lactarius vinaceorufescens,Lactarius vinaceorufescens,0
Lactarius zonarioides,Lactarius zonarioides,0
Lactarius zonarius,Lactarius zonarius,0
Lasiobelonium corticale,Lasiobelonium corticale,0
Lasiobolus macrotrichus,Lasiobolus macrotrichus,0
Lasiosphaeria ovina,Lasiosphaeria ovina,0
Laurilia sulcata,Laurilia sulcata,0
Leccinum aurantiacum,Leccinum aurantiacum,0
Leccinum holopus,Leccinum holopus,0
Leccinum insolens,Leccinum insolens,0
Leccinum piceinum,Leccinum piceinum,0
Leccinum rotundifoliae,Leccinum rotundifoliae,0
Leccinum scabrum,Leccinum scabrum,0
Leccinum schistophilum,Leccinum schistophilum,0
Leccinum snellii,Leccinum snellii,0
Leccinum subleucophaeum,Leccinum subleucophaeum,0
Leccinum variicolor,Leccinum variicolor,0
Leccinum versipelle,Leccinum versipelle,0
Leccinum vulpinum,Leccinum vulpinum,0
Leifia flabelliradiata,Leifia flabelliradiata,0
Lentaria byssiseda,Lentaria byssiseda,0
Lentaria micheneri,Lentaria micheneri,0
Lentinellus castoreus,Lentinellus castoreus,0
Lentinellus cochleatus,Lentinellus cochleatus,0
Lentinellus flabelliformis,Lentinellus flabelliformis,0
Lentinellus micheneri,Lentinellus micheneri,0
Leocarpus fragilis,Leocarpus fragilis,0
Leotia lubrica,Leotia lubrica,0
Leotia viscosa,Leotia viscosa,0
Lepiota cortinarius,Lepiota cortinarius,0
Lepiota cristata,Lepiota cristata,0
Lepista flaccida,Lepista flaccida,0
Lepista gilva,Lepista gilva,0
Lepista graveolens,Lepista graveolens,0
Lepista multiformis,Lepista multiformis,0
Lepista nuda,Lepista nuda,0
Lepista pseudectypa,Lepista pseudoectypa,2
Leptoporus mollis,Leptoporus mollis,0
Leucoagaricus leucothites,Leucoagaricus leucothites,0
Leucocoprinus cepistipes,Leucocoprinus cepistipes,0
Leucocybe connata,Leucocybe connata,0
Leucogyrophana lichenicola,Leucogyrophana lichenicola,0
Leucogyrophana romellii,Leucogyrophana romellii,0
Lichenomphalia alpina,Lichenomphalia alpina,0
Lichenomphalia hudsoniana,Lichenomphalia hudsoniana,0
Lichenomphalia umbellifera,Lichenomphalia umbellifera,0
Limacella illinita,Limacella illinita,0
Lopharia cinerascens,Lopharia cinerascens,0
Lophium mytilinum,Lophium mytilinum,0
Lycogala epidendrum,Lycogala epidendrum,0
Lycoperdon caudatum,Lycoperdon caudatum,0
Lycoperdon curtisii,Lycoperdon curtisii,0
Lycoperdon flavotinctum,Lycoperdon flavotinctum,0
Lycoperdon molle,Lycoperdon molle,0
Lycoperdon nigrescens,Lycoperdon nigrescens,0
Lycoperdon niveum,Lycoperdon niveum,0
Lycoperdon ovatum,Lycoperdon velatum,2
Lycoperdon pedicellatum,Lycoperdon pedicellatum,0
Lycoperdon perlatum,Lycoperdon perlatum,0
Lycoperdon pusillum,Lycoperdon pusillum,0
Lycoperdon pyriforme,Lycoperdon pyriforme,0
Lycoperdon umbrinum,Lycoperdon umbrinum,0
Lyoathelia laxa,Lyoathelia laxa,0
Lyomyces juniperi,Lyomyces juniperi,0
Lyophyllum decastes,Lyophyllum decastes,0
Lyophyllum semitale,Lyophyllum semitale,0
Lyophyllum shimeji,Lyophyllum shimeji,0
Macroderma curtisii,Macroderma curtisii,0
Marasmiellus filopes,Marasmiellus filopes,0
Marasmiellus perforans,Marasmiellus perforans,0
Marasmiellus vaillantii,Marasmiellus vaillantii,0
Marasmius capillaris,Marasmius capillaris,0
Marasmius epidryas,Marasmius epidryas,0
Marasmius epiphyllus,Marasmius epiphyllus,0
Marasmius graminum,Marasmius graminum,0
Marasmius limosus,Marasmius limosus,0
Marasmius oreades,Marasmius oreades,0
Marasmius pallidocephalus,Marasmius pallidocephalus,0
Marasmius rotula,Marasmius rotula,0
Marasmius thujinus,Marasmius thujinus,0
Marasmius wettsteinii,Marasmius wettsteinii,0
Megacollybia rodmanii,Megacollybia rodmanii,0
Megalocystidium leucoxanthum,Megalocystidium leucoxanthum,0
Melampsora epitea,Melampsora epitea,0
Melampsora populina,Melampsora populina,0
Melampsora populnea,Melampsora populnea,0
Melampsorella caryophyllacearum,Melampsorella caryophyllacearum,0
Melampsoridium betulinum,Melampsoridium betulinum,0
Melanoconis silbostoma,Melanconis stilbostoma,2
Melanoleuca alboflavida,Melanoleuca alboflavida,0
Melanoleuca brevipes,Melanoleuca brevipes,0
Melanoleuca cognata,Melanoleuca cognata,0
Melanoleuca melaleuca,Melanoleuca melaleuca,0
Melanoleuca verrucipes,Melanoleuca verrucipes,0
Melanomma pulvis-pyrius,Melanomma pulvis-pyrius,0
Melanospora caprina,Melanospora caprina,0
Melanospora lagenaria,Melanospora lagenaria,0
Melastiza chateri,Melastiza chateri,0
Merismodes anomala,Merismodes anomala,0
Merismodes fasciculata,Merismodes fasciculata,0
Meruliopsis taxicola,Meruliopsis taxicola,0
Microglossum rufum,Microglossum rufum,0
Mollisia cinerea,Mollisia cinerea,0
Mucilago crustacea,Mucilago crustacea,0
Mucronella calva,Mucronella calva,0
Multiclavula mucida,Multiclavula mucida,0
Multiclavula vernalis,Multiclavula vernalis,0
Mutatoderma populneum,Mutatoderma populneum,0
Mutinus ravenelii,Mutinus ravenelii,0
Mycena abramsii,Mycena abramsii,0
Mycena acicula,Mycena acicula,0
Mycena alexandri,Mycena alexandri,0
Mycena atroalboides,Mycena atroalboides,0
Mycena borealis,Mycena borealis,0
Mycena capillaripes,Mycena capillaripes,0
Mycena cinerella,Mycena cinerella,0
Mycena citrinomarginata,Mycena citrinomarginata,0
Mycena clavicularis,Mycena clavicularis,0
Mycena concolor,Mycena concolor,0
Mycena diosma,Mycena diosma,0
Mycena epipterygia var. epipterygia,Mycena epipterygia var. epipterygia,0
Mycena epipterygia var. lignicola,Mycena epipterygia var. lignicola,0
Mycena epipterygioides,Mycena epipterygioides,0
Mycena filopes,Mycena filopes,0
Mycena flavoalba,Mycena flavoalba,0
Mycena floridula,Mycena floridula,0
Mycena galericulata,Mycena galericulata,0
Mycena galopus,Mycena galopus,0
Mycena haematopus,Mycena haematopus,0
Mycena hemisphaerica,Mycena hemisphaerica,0
Mycena laevigata,Mycena laevigata,0
Mycena latifolia,Mycena latifolia,0
Mycena leptocephala,Mycena leptocephala,0
Mycena maculata,Mycena maculata,0
Mycena megaspora,Mycena megaspora,0
Mycena metata,Mycena metata,0
Mycena murina,Mycena murina,0
Mycena niveipes,Mycena niveipes,0
Mycena olivaceomarginata,Mycena olivaceomarginata,0
Mycena oregonensis,Mycena oregonensis,0
Mycena picta,Mycena picta,0
Mycena pura,Mycena pura,0
Mycena pura var. alba,Mycena pura var. alba,0
Mycena purpureofusca,Mycena purpureofusca,0
Mycena robusta,Mycena robusta,0
Mycena rorida,Mycena rorida,0
Mycena rosea,Mycena rosea,0
Mycena rosella,Mycena rosella,0
Mycena rosella var. albida,Mycena rosella var. albida,0
Mycena rubromarginata,Mycena rubromarginata,0
Mycena sanguinolenta,Mycena sanguinolenta,0
Mycena septentrionalis,Mycena septentrionalis,0
Mycena strobilinoides,Mycena strobilinoidea,2
Mycena stylobates,Mycena stylobates,0
Mycena urania,Mycena urania,0
Mycena vulgaris,Mycena vulgaris,0
Mycena zephira,,3
Mycenella trachyspora,Mycenella trachyspora,0
Mycetinis scorodonius,Mycetinis scorodonius,0
Mycoacia uda,Mycoacia uda,0
Mycocalicium subtile,Mycocalicium subtile,0
Myxarium nucleatum,Myxarium nucleatum,0
Naohidemyces vacciniorum,Naohidemyces vacciniorum,0
Naucoria escharioides,Naucoria escharioides,0
Nectria cinnabarina,Nectria cinnabarina,0
Nectria haematococca,Nectria haematococca,0
Nectriopsis candicans,Nectriopsis candicans,0
Nectriopsis violacea,Nectriopsis violacea,0
Neocudoniella albiceps,Neocudoniella albiceps,0
Neocudoniella radicella,Neocudoniella radicella,0
Neoerysiphe chelones,Neoerysiphe chelones,0
Neohygrocybe nitrata,Neohygrocybe nitrata,0
Neolecta irregularis,Neolecta irregularis,0
Neolecta vitellina,Neolecta vitellina,0
Neottiella vivida,Neottiella vivida,0
Nidularia deformis,Nidularia deformis,0
Nyssopsora clavellosa,Nyssopsora clavellosa,0
Octospora rubens,Octospora rubens,0
Omphalina oreades,Omphalina oreades,0
Omphalina pyxidata,Omphalina pyxidata,0
Onnia circinata,Onnia circinata,0
Onnia tomentosa,Onnia tomentosa,0
Onnia triquetra,Onnia triquetra,0
Onygena equina,Onygena equina,0
Orbilia curvatispora,Orbilia curvatispora,0
Orbilia xanthostigma,Orbilia xanthostigma,0
Otidea onotica,Otidea onotica,0
Otidea platyspora,Otidea platyspora,0
Oxyporus populinus,Oxyporus populinus,0
Panaeolina foenisecii,Panaeolina foenisecii,0
Panaeolus acuminatus,Panaeolus acuminatus,0
Panaeolus alcis,Panaeolus alcis,0
Panaeolus campanulatus,Panaeolus campanulatus,0
Panaeolus papilionaceus,Panaeolus papilionaceus,0
Panaeolus semiovatus,Panaeolus semiovatus,0
Panaeolus sphinctrinus,Panaeolus sphinctrinus,0
Panaeolus subbalteatus,Panaeolus subbalteatus,0
Panellus mitis,Panellus mitis,0
Panellus ringens,Panellus ringens,0
Panellus stipticus,Panellus stipticus,0
Panellus violaceofulvus,Panellus violaceofulvus,0
Parasola plicatilis,Parasola plicatilis,0
