ForayNL Name,Mycobank Name,Value
Paullicorticium allantosporum,Paullicorticium allantosporum,0
Paxillus involutus,Paxillus involutus,0
Paxillus rubicundulus,Paxillus rubicundulus,0
Paxillus vernalis,Paxillus vernalis,0
Peniophora aurantiaca,Peniophora aurantiaca,0
Peniophora cinerea,Peniophora cinerea,0
Peniophora erikssonii,Peniophora erikssonii,0
Peniophora incarnata,Peniophora incarnata,0
Peniophora nuda,Peniophora nuda,0
Peniophora polygonia,Peniophora polygonia,0
Peniophora rufa,Peniophora rufa,0
Peniophorella praetermissa,Peniophorella praetermissa,0
Peniophorella pubera,Peniophorella pubera,0
Perenniporia medulla-panis,Perenniporia medulla-panis,0
Perenniporia subacida,Perenniporia subacida,0
Perenniporia variegata,Perenniporia variegata,0
Peziza alcis,Peziza alcis,0
Peziza ammophila,Peziza ammophila,0
Peziza arvernensis,Peziza arvernensis,0
Peziza atrovinosa,Peziza atrovinosa,0
Peziza badia,Peziza badia,0
Peziza brunnea,Peziza brunnea,0
Peziza brunneoatra,Peziza brunneoatra,0
Peziza domiciliana,Peziza domiciliana,0
Peziza emileia,Peziza emileia,0
Peziza michelii,Peziza michelii,0
Peziza petersii,Peziza petersii,0
Peziza praetervisa,Peziza praetervisa,0
Peziza repanda,Peziza repanda,0
Peziza succosa,Peziza succosa,0
Peziza tenacella,Peziza tenacella,0
Peziza vesiculosa,Peziza vesiculosa,0
Peziza violacea,Peziza violacea,0
Phacopsis oxyspora,Phacopsis oxyspora,0
Phaeocollybia gregaria,Phaeocollybia gregaria,0
Phaeocollybia jennyae,Phaeocollybia jennyae,0
Phaeohelotium epiphyllum,Phaeohelotium epiphyllum,0
Phaeolus schweinitzii,Phaeolus schweinitzii,0
Phaeomarasmius erinaceus,Phaeomarasmius erinaceus,0
Phaeotremella foliacea,Phaeotremella foliacea,0
Phallus duplicatus,Phallus duplicatus,0
Phanerochaete sanguinea,Phanerochaete sanguinea,0
Phanerochaete sordida,Phanerochaete sordida,0
Phanerochaete velutina,Phanerochaete velutina,0
Phellinus abietis,Phellinus abietis,0
Phellinus betulinus,Phellinus betulinus,0
Phellinus chrysoloma,Phellinus chrysoloma,0
Phellinus cinereus,Phellinus cinereus,0
Phellinus conchatus,Phellinus conchatus,0
Phellinus contiguus,Phellinus contiguus,0
Phellinus ferreus,Phellinus ferreus,0
Phellinus ferruginosus,Phellinus ferruginosus,0
Phellinus gilvus,Phellinus gilvus,0
Phellinus igniarius,Phellinus igniarius,0
Phellinus laevigatus,Phellinus laevigatus,0
Phellinus lundellii,Phellinus lundellii,0
Phellinus nigricans,Phellinus nigricans,0
Phellinus nigrolimitatus,Phellinus nigrolimitatus,0
Phellinus piceinus,Phellinus piceinus,0
Phellinus pini,Phellinus pini,0
Phellinus prunicola,Phellinus prunicola,0
Phellinus tremulae,Phellinus tremulae,0
Phellinus viticola,Phellinus viticola,0
Phellodon confluens,Phellodon confluens,0
Phellodon melaleucus,Phellodon melaleucus,0
Phellodon niger var. alboniger,Phellodon niger var. alboniger,0
Phellodon niger var. niger,Phellodon niger var. niger,0
Phellodon tomentosus,Phellodon tomentosus,0
Phlebia centrifuga,Phlebia centrifuga,0
Phlebia livida,Phlebia livida,0
Phlebia radiata,Phlebia radiata,0
Phlebia subochracea,Phlebia subochracea,0
Phlebia subserialis,Phlebia subserialis,0
Phlebia tremellosa,Phlebia tremellosa,0
Phlebiella christiansenii,Phlebiella christiansenii,0
Phlebiella tulasnelloidea,Phlebiella tulasnelloidea,0
Phlebiella vaga,Phlebiella vaga,0
Phlebiopsis gigantea,Phlebiopsis gigantea,0
Phlegmacium triumphans,Phlegmacium triumphans,0
Pholiota alnicola,Pholiota alnicola,0
Pholiota astragalina,Pholiota astragalina,0
Pholiota granulosa,Pholiota granulosa,0
Pholiota highlandensis,Pholiota highlandensis,0
Pholiota lenta,Pholiota lenta,0
Pholiota limonella,Pholiota limonella,0
Pholiota malicola,Pholiota malicola,0
Pholiota mixta,Pholiota mixta,0
Pholiota scamba,Pholiota scamba,0
Pholiota spumosa,Pholiota spumosa,0
Pholiota squarrosa,Pholiota squarrosa,0
Pholiota squarrosoides,Pholiota squarrosoides,0
Pholiotina arrhenii,Pholiotina arrhenii,0
Phragmidium rubi-idaei,Phragmidium rubi-idaei,0
Phragmotrichum rubi-idaei,,3
Phyllotopsis nidulans,Phyllotopsis nidulans,0
Physarum confertum,Physarum confertum,0
Physarum virescens,Physarum virescens,0
Physarum viride,Physarum viride,0
Picipes americanus,Picipes americanus,0
Picipes tubaeformis,Picipes tubaeformis,0
Piloderma bicolor,Piloderma bicolor,0
Piloderma byssinum,Piloderma byssinum,0
Piloderma croceum,Piloderma croceum,0
Piptoporus betulinus,Piptoporus betulinus,0
Plectocarpon lichenum,Plectocarpon lichenum,0
Pleurocybella porrigens,Pleurocybella porrigens,0
Pleurotus dryinus,Pleurotus dryinus,0
Pleurotus pulmonarius,Pleurotus pulmonarius,0
Plicatura nivea,Plicatura nivea,0
Plicaturopsis crispa,Plicaturopsis crispa,0
Pluteus cervinus,Pluteus cervinus,0
Pluteus elaphinus,Pluteus elaphinus,0
Pluteus eos,Pluteus eos,0
Pluteus leoninus,Pluteus leoninus,0
Pluteus methvenii,Pluteus methvenii,0
Pluteus petasatus,Pluteus petasatus,0
Pluteus plautus,Pluteus plautus,0
Pluteus podospileus ,Pluteus podospileus,1
Pluteus primus,Pluteus primus,0
Podophacidium xanthomelum,Podophacidium xanthomelum,0
Podosphaera erigeorontis-canadensis,Podosphaera erigerontis-canadensis,2
Podosphaeria clandestina,Podosphaera clandestina,2
Polyozellus multiplex,Polyozellus multiplex,0
Polyporus badius,Polyporus badius,0
Polyporus brumalis,Polyporus brumalis,0
Polyporus ciliatus,Polyporus ciliatus,0
Polyporus varius,Polyporus varius,0
Porodaedalea chrysoloma,Porodaedalea chrysoloma,0
Porphyrellus fumosipes,Porphyrellus fumosipes,0
Porphyrellus porphyrosporus,Porphyrellus porphyrosporus,0
Postia balsamea,Postia balsamea,0
Postia caesia,Postia caesia,0
Postia fragilis,Postia fragilis,0
Postia ptychogaster,Postia ptychogaster,0
Postia sericeomollis,Postia sericeomollis,0
Postia stiptica,Postia stiptica,0
Postia tephroleuca,Postia tephroleuca,0
Protocrea pallida,Protocrea pallida,0
Protostropharia alcis,Protostropharia alcis,0
Protostropharia arctica,Protostropharia arctica,0
Protostropharia semiglobata,Protostropharia semiglobata,0
Psathyrella ammophila,Psathyrella ammophila,0
Psathyrella candolleana,Psathyrella candolleana,0
Psathyrella conissans,Psathyrella conissans,0
Psathyrella hydrophila,Psathyrella hydrophila,0
Psathyrella lutensis,Psathyrella lutensis,0
Psathyrella piluliformis,Psathyrella piluliformis,0
Psathyrella sarcocephala,Psathyrella sarcocephala,0
Psathyrella septentrionalis,Psathyrella septentrionalis,0
Psathyrella sphagnicola,Psathyrella sphagnicola,0
Psathyrella velutina,Psathyrella velutina,0
Pseudoarmillariella ectypoides,Pseudoarmillariella ectypoides,0
Pseudocercosporella leptosperma,Pseudocercosporella leptosperma,0
Pseudoclitocybe cyathiformis,Pseudoclitocybe cyathiformis,0
Pseudohydnum gelatinosum,Pseudohydnum gelatinosum,0
Pseudomerulius aureus,Pseudomerulius aureus,0
Pseudomphalina kalchbrenneri,Pseudoomphalina kalchbrenneri,2
Pseudoomphalina pachyphylla ,Pseudoomphalina pachyphylla,1
Pseudotomentella tristis,Pseudotomentella tristis,0
Pseudotricholoma umbrosum,Pseudotricholoma umbrosum,0
Psilocybe caerulipes,Psilocybe caerulipes,0
Psilocybe coprophila,Psilocybe coprophila,0
Psilocybe phyllogena,Psilocybe phyllogena,0
Psilocybe semilanceata,Psilocybe semilanceata,0
Ptychogaster rubescens,Ptychogaster rubescens,0
Puccinia cnici-oleracei,Puccinia cnici-oleracei,0
Puccinia conglomerata,Puccinia conglomerata,0
Puccinia coronata,Puccinia coronata,0
Puccinia dioicae,Puccinia dioicae,0
Puccinia fergussonii,Puccinia fergussonii,0
Puccinia hieracii,Puccinia hieracii,0
Puccinia poarum,Puccinia poarum,0
Puccinia polygoni,Puccinia polygoni,0
Puccinia ribis,Puccinia ribis,0
Pucciniastrum arcticum,Pucciniastrum arcticum,0
Pucciniastrum epilobii,Pucciniastrum epilobii,0
Pucciniastrum goeppertianum,Pucciniastrum goeppertianum,0
Pucciniastrum potentillae,Pucciniastrum potentillae,0
Pycnoporellus fulgens,Pycnoporellus fulgens,0
Radulomyces confluens,Radulomyces confluens,0
Ramaria acrisiccescens,Ramaria acrisiccescens,0
Ramaria aurantiisiccescens,Ramaria aurantiisiccescens,0
Ramaria aurea ,Ramaria aurea,1
Ramaria bataillei,Ramaria bataillei,0
Ramaria botrytis,Ramaria botrytis,0
Ramaria brunneomaculata,Ramaria brunneomaculata,0
Ramaria cartilaginea,Ramaria cartilaginea,0
Ramaria cystidiophora var. cystidiophora,Ramaria cystidiophora var. cystidiophora,0
Ramaria cystidiophora var. fabiolens,Ramaria cystidiophora var. fabiolens,0
Ramaria fasciculata,Ramaria fasciculata,0
Ramaria fennica,Ramaria fennica,0
Ramaria flaccida,Ramaria flaccida,0
Ramaria flava,Ramaria flava,0
Ramaria flavicingula,Ramaria flavicingula,0
Ramaria flavobrunnescens,Ramaria flavobrunnescens,0
Ramaria formosa,Ramaria formosa,0
Ramaria grundii,Ramaria grundii,0
Ramaria harrisonii,Ramaria harrisonii,0
Ramaria leptoformosa,Ramaria leptoformosa,0
Ramaria myceliosa,Ramaria myceliosa,0
Ramaria obtusissima,Ramaria obtusissima,0
Ramaria pallida,Ramaria pallida,0
Ramaria pallidosaponaria,Ramaria pallidosaponaria,0
Ramaria rubrievanescens,Ramaria rubrievanescens,0
Ramaria sandaracina,Ramaria sandaracina,0
Ramaria stricta,Ramaria stricta,0
Ramaria suecica,Ramaria suecica,0
Ramaria testaceoflava,Ramaria testaceoflava,0
Ramaria velocimutans,Ramaria velocimutans,0
Ramaria virescens,Ramaria virescens,0
Ramaria zeppelinospora,Ramaria zeppelinospora,0
Ramariopsis  crocea,Ramariopsis crocea,1
Ramariopsis kunzei,Ramariopsis kunzei,0
Ramariopsis rufipes,Ramariopsis rufipes,0
Ramariopsis subarctica,Ramariopsis subarctica,0
Ramariopsis tenuiramosa,Ramariopsis tenuiramosa,0
Ramularia destructiva,Ramularia destructiva,0
Ramularia taraxaci,Ramularia taraxaci,0
Resinicium bicolor,Resinicium bicolor,0
Resupinatus trichotis,Resupinatus trichotis,0
Reticularia splendens,Reticularia splendens,0
Rhizina undulata,Rhizina undulata,0
Rhizopogon evadens,Rhizopogon evadens,0
Rhizopogon pseudoroseolus,Rhizopogon pseudoroseolus,0
Rhodocollybia butyracea var. butyracea,Rhodocollybia butyracea var. butyracea,0
Rhodocollybia maculata var. maculata,Rhodocollybia maculata var. maculata,0
Rhodocollybia maculata var. scorzonera,Rhodocollybia maculata var. scorzonerea,2
Rhodocollybia prolixa var. distorta,Rhodocollybia prolixa var. distorta,0
Rhodocybe caelata,Rhodocybe caelata,0
Rhodocybe hirneola,Rhodocybe hirneola,0
Rhodocybe nitellina,Rhodocybe nitellina,0
Rhytisma acerinum,Rhytisma acerinum,0
Rhytisma andromedae,Rhytisma andromedae,0
Rhytisma ilicis-canadensis,Rhytisma ilicis-canadensis,0
Rhytisma prini,Rhytisma prini,0
Rhytisma pruni,Rhytisma pruni,0
Rhytisma salicinum,Rhytisma salicinum,0
Rhytisma solidaginis,Rhytisma solidaginis,0
Rickenella fibula,Rickenella fibula,0
Rickenella mellea,Rickenella mellea,0
Rickenella swartzii,Rickenella swartzii,0
Ripartites tricholoma,Ripartites tricholoma,0
Roseodiscus subcarneus,Roseodiscus subcarneus,0
Rugosomyces carneus,Rugosomyces carneus,0
Rugosomyces fallax,Rugosomyces fallax,0
Russula abietina,Russula abietina,0
Russula acetolens,Russula acetolens,0
Russula adusta,Russula adusta,0
Russula aeruginea,Russula aeruginea,0
Russula aeruginosa,Russula aeruginosa,0
Russula albonigra,Russula albonigra,0
Russula alnetorum,Russula alnetorum,0
Russula altaica,Russula altaica,0
Russula aquosa,Russula aquosa,0
Russula barlae,Russula barlae,0
Russula betularum,Russula betularum,0
Russula betulina,Russula betulina,0
Russula brevipes,Russula brevipes,0
Russula brevipes var. acrior,Russula brevipes var. acrior,0
Russula brunneola,Russula brunneola,0
Russula chamiteae,Russula chamiteae,0
Russula chloroides,Russula chloroides,0
Russula cicatricata,Russula cicatricata,0
Russula citrinochlora,Russula citrinochlora,0
Russula claroflava,Russula claroflava,0
Russula clavipes,Russula clavipes,0
Russula compacta,Russula compacta,0
Russula consorbina,Russula consobrina,2
Russula crassotunicata,Russula crassotunicata,0
Russula cyanoxantha,Russula cyanoxantha,0
Russula decolorans,Russula decolorans,0
Russula delica,Russula delica,0
Russula densifolia,Russula densifolia,0
Russula dissimulans,Russula dissimulans,0
Russula exalbicans,Russula exalbicans,0
Russula firmula,Russula firmula,0
Russula foetens,Russula foetens,0
Russula fragilis,Russula fragilis,0
Russula gracillima,Russula gracillima,0
Russula graminea,Russula graminea,0
Russula grata,Russula grata,0
Russula heterophylla,Russula heterophylla,0
Russula humidicola,Russula humidicola,0
Russula hydrophila,Russula hydrophila,0
Russula illota,Russula illota,0
Russula laurocerasi,Russula laurocerasi,0
Russula mairei,Russula mairei,0
Russula montana,Russula montana,0
Russula nana,Russula nana,0
Russula nauseosa,Russula nauseosa,0
Russula nigricans,Russula nigricans,0
Russula nitida,Russula nitida,0
Russula norvegica,Russula norvegica,0
Russula ochroleuca,Russula ochroleuca,0
Russula ochroleucoides,Russula ochroleucoides,0
Russula olivacea,Russula olivacea,0
Russula paludosa,Russula paludosa,0
Russula peckii,Russula peckii,0
Russula praeumbonata,Russula praeumbonata,0
Russula puellaris,Russula puellaris,0
Russula purpurata,Russula purpurata,0
Russula queletii,Russula queletii,0
Russula raoultii,Russula raoultii,0
Russula rhodopoda,Russula rhodopoda,0
Russula rosacea,Russula rosacea,0
Russula rosea,Russula rosea,0
Russula roseipes,Russula roseipes,0
Russula sanguinea,Russula sanguinea,0
Russula silvicola,Russula silvicola,0
Russula sphagnophila,Russula sphagnophila,0
Russula sylvestris,Russula silvestris,2
Russula variata,Russula variata,0
Russula velenovskyi,Russula velenovskyi,0
Russula versicolor,Russula versicolor,0
Russula vesca,Russula vesca,0
Russula violaceoincarnata,Russula violaceoincarnata,0
Russula viscida,Russula viscida,0
Russula xerampelina,Russula xerampelina,0
Rutstroemia firma,Rutstroemia firma,0
Sabuloglossum arenarium,Sabuloglossum arenarium,0
Sagaranella tylicolor,Sagaranella tylicolor,0
Sarcodon glaucopus,Sarcodon glaucopus,0
Sarcodon imbricatus,Sarcodon imbricatus,0
Sarcodon lanuginosus,Sarcodon lanuginosus,0
Sarcodon leucopus,Sarcodon leucopus,0
Sarcodon scabrosus,Sarcodon scabrosus,0
Sarcodon stereosarcinon,Sarcodon stereosarcinon,0
Sarcodon subfelleus,Sarcodon subfelleus,0
Sarcomyxa serotina,Sarcomyxa serotina,0
Scleroderma bovista,Scleroderma bovista,0
Scleroderma citrinum,Scleroderma citrinum,0
Scleroderma septentrionale,Scleroderma septentrionale,0
Scopuloides rimosa,Scopuloides rimosa,0
Scutellinia cejpii,Scutellinia cejpii,0
Scutellinia heterosculturata,Scutellinia heterosculpturata,2
Scutellinia kerguelensis,Scutellinia kerguelensis,0
Scutellinia nigrohirtula,Scutellinia nigrohirtula,0
Scutellinia scutellata,Scutellinia scutellata,0
Scutellinia superba,Scutellinia superba,0
Scytinostroma galactinum,Scytinostroma galactinum,0
Scytinostroma jacksonii,Scytinostroma jacksonii,0
Scytinostroma odoratum,Scytinostroma odoratum,0
Sebacina concrescens,Sebacina concrescens,0
Sebacina epigaea,Sebacina epigaea,0
Sebacina incrustans,Sebacina incrustans,0
Septoria canadensis,Septoria canadensis,0
Sidera lenis,Sidera lenis,0
Simocybe centunculus,Simocybe centunculus,0
Simocybe reducta,Simocybe reducta,0
Sistotrema confluens,Sistotrema confluens,0
Sistotrema muscicula,Sistotrema muscicola,2
Sistotrema octosporum,Sistotrema octosporum,0
Sistotremastrum suecicum,Sistotremastrum suecicum,0
Skeletocutis amorpha,Skeletocutis amorpha,0
Skeletocutis biguttulata,Skeletocutis biguttulata,0
Skeletocutis lenis,Skeletocutis lenis,0
Skeletocutis stellae,Skeletocutis stellae,0
Skeletocutis subincarnata,Skeletocutis subincarnata,0
Skeletocutis vulgaris,Skeletocutis vulgaris,0
Spathularia flavida,Spathularia flavida,0
Spathulariopsis velutipes,Spathulariopsis velutipes,0
Sphaerobolus stellatus,Sphaerobolus stellatus,0
Sphaeronaemella helvellae,Sphaeronaemella helvellae,0
Sphaerophorus globosus,Sphaerophorus globosus,0
Sphagnurus paluster (syn. Tephrocybe palustris),,3
Spinellus fusiger,Spinellus fusiger,0
Sporormiella dubia,Sporormiella dubia,0
Steccherinum ochraceum,Steccherinum ochraceum,0
Stemonitis axifera,Stemonitis axifera,0
Stemonitis fusca,Stemonitis fusca,0
Stereum gausapatum,Stereum gausapatum,0
Stereum hirsutum,Stereum hirsutum,0
Stereum ochraceoflavum,Stereum ochraceoflavum,0
Stereum ostrea,Stereum ostrea,0
Stereum rugosum,Stereum rugosum,0
Stereum sanguinolentum,Stereum sanguinolentum,0
Stromatocyphella conglobata,Stromatocyphella conglobata,0
Stropharia ambigua,Stropharia ambigua,0
Stropharia cyanea ,Stropharia cyanea,1
Stropharia hornemanii,Stropharia hornemannii,2
Stropharia magnivelaris,Stropharia magnivelaris,0
Stypella subgelatinosa,Stypella subgelatinosa,0
Stypella vermiformis,Stypella vermiformis,0
Suillus acidus,Suillus acidus,0
Suillus americanus,Suillus americanus,0
Suillus ampliporus,Suillus ampliporus,0
Suillus bresadolae,Suillus bresadolae,0
Suillus brevipes,Suillus brevipes,0
Suillus clintonianus,Suillus clintonianus,0
Suillus elbensis,Suillus elbensis,0
Suillus flavidus,Suillus flavidus,0
Suillus glandulosus,Suillus glandulosus,0
Suillus granulatus,Suillus granulatus,0
Suillus grevillei,Suillus grevillei,0
Suillus grisellus,Suillus grisellus,0
Suillus luteus,Suillus luteus,0
Suillus neoalbidipes,Suillus neoalbidipes,0
Suillus paluster,Suillus paluster,0
Suillus placidus,Suillus placidus,0
Suillus spectabilis,Suillus spectabilis,0
Suillus spraguei,Suillus spraguei,0
Suillus subalutaceus,Suillus subalutaceus,0
Suillus umbonatus,Suillus umbonatus,0
Sutorius eximius,Sutorius eximius,0
Tapesia hydrophila,Tapesia hydrophila,0
Taphrina betulina,Taphrina betulina,0
Taphrina robinsoniana,Taphrina robinsoniana,0
Tapinella panuoides,Tapinella panuoides,0
Tarzetta cupularis,Tarzetta cupularis,0
Tatraea macrospora,Tatraea macrospora,0
Tectella patellaris,Tectella patellaris,0
Tephrocybe striipilea,Tephrocybe striipilea,0
Thelephora caryophyllea,Thelephora caryophyllea,0
Thelephora palmata,Thelephora palmata,0
Thelephora terrestris,Thelephora terrestris,0
Tilachlidium brachiatum,Tilachlidium brachiatum,0
Tolypocladium ophioglossoides,Tolypocladium ophioglossoides,0
Tomentella botryoides,Tomentella botryoides,0
Tomentella bryophila,Tomentella bryophila,0
Tomentella fuscocinerea,Tomentella fuscocinerea,0
Tomentella lapida,Tomentella lapida,0
Tomentella lateritia,Tomentella lateritia,0
Tomentella radiosa,Tomentella radiosa,0
Tomentella stuposa,Tomentella stuposa,0
Tomentella sublilacina,Tomentella sublilacina,0
Tomentella terrestris,Tomentella terrestris,0
Tomentella umbrinospora,Tomentella umbrinospora,0
Tomentellopsis echinospora,Tomentellopsis echinospora,0
Trametes hirsuta,Trametes hirsuta,0
Trametes ochracea,Trametes ochracea,0
Trametes pubescens,Trametes pubescens,0
Trametes versicolor,Trametes versicolor,0
Trechispora confinis,Trechispora confinis,0
Trechispora farinacea,Trechispora farinacea,0
Trechispora microspora,Trechispora microspora,0
Trechispora mollusca,Trechispora mollusca,0
Trechispora silvae-ryae,Trechispora silvae-ryae,0
Trechispora subsphaerospora,Trechispora subsphaerospora,0
Tremella concrescens,Tremella concrescens,0
Tremella encephala,Tremella encephala,0
Tremella foliacea,Tremella foliacea,0
Tremella mesenterica,Tremella mesenterica,0
Tremella mycetophila,Tremella mycetophila,0
Tremiscus helvelloides,Tremiscus helvelloides,0
Trichaptum abietinum,Trichaptum abietinum,0
Trichaptum biforme,Trichaptum biforme,0
Trichaptum fuscoviolaceum,Trichaptum fuscoviolaceum,0
Trichaptum laricinum,Trichaptum laricinum,0
Trichaptum subchartaceum,Trichaptum subchartaceum,0
Trichodelitschia bisporula,Trichodelitschia bisporula,0
Trichoderma sulphureum,Trichoderma sulphureum,0
Trichoderma viride,Trichoderma viride,0
Trichoglossum hirsutum,Trichoglossum hirsutum,0
Tricholoma albobrunneum,Tricholoma albobrunneum,0
Tricholoma apium,Tricholoma apium,0
Tricholoma arvernense,Tricholoma arvernense,0
Tricholoma atrodiscum,Tricholoma atrodiscum,0
Tricholoma atrosquamosum,Tricholoma atrosquamosum,0
Tricholoma aurantium,Tricholoma aurantium,0
Tricholoma caligatum,Tricholoma caligatum,0
Tricholoma columbetta,Tricholoma columbetta,0
Tricholoma davisiae,Tricholoma davisiae,0
Tricholoma dulciolens,Tricholoma dulciolens,0
Tricholoma equestre,Tricholoma equestre,0
Tricholoma flavobrunneum,Tricholoma flavobrunneum,0
Tricholoma flavum,Tricholoma flavum,0
Tricholoma focale,Tricholoma focale,0
Tricholoma fulvum,Tricholoma fulvum,0
Tricholoma fumosoluteum,Tricholoma fumosoluteum,0
Tricholoma hemisulphureum,Tricholoma hemisulphureum,0
Tricholoma imbricatum,Tricholoma imbricatum,0
Tricholoma inamoenum,Tricholoma inamoenum,0
Tricholoma inodermeum,Tricholoma inodermeum,0
Tricholoma intermedium,Tricholoma intermedium,0
Tricholoma leucophyllum,Tricholoma leucophyllum,0
Tricholoma luridum,Tricholoma luridum,0
Tricholoma magnivelare,Tricholoma magnivelare,0
Tricholoma pardinum,Tricholoma pardinum,0
Tricholoma pessundatum,Tricholoma pessundatum,0
Tricholoma portentosum,Tricholoma portentosum,0
Tricholoma roseoacerbum,Tricholoma roseoacerbum,0
Tricholoma saponaceum,Tricholoma saponaceum,0
Tricholoma scalpturatum,Tricholoma scalpturatum,0
Tricholoma serratifolium,Tricholoma serratifolium,0
"Tricholoma sp. ""rusty trich""",,3
"Tricholoma sp. ""unearthly trich""",,3
Tricholoma stans,Tricholoma stans,0
Tricholoma stiparophyllum,Tricholoma stiparophyllum,0
Tricholoma subacutum,Tricholoma subacutum,0
Tricholoma subluteum,Tricholoma subluteum,0
Tricholoma subsejunctum,Tricholoma subsejunctum,0
Tricholoma terreum,Tricholoma terreum,0
Tricholoma transmutans,Tricholoma transmutans,0
Tricholoma ustale,Tricholoma ustale,0
Tricholoma vaccinum,Tricholoma vaccinum,0
Tricholoma virgatum,Tricholoma virgatum,0
Tricholomopsis decora,Tricholomopsis decora,0
Tricholomopsis flammula,Tricholomopsis flammula,0
Tricholomopsis rutilans,Tricholomopsis rutilans,0
Tricholomopsis sulfureoides,Tricholomopsis sulfureoides,0
Tubaria confragosa,Tubaria confragosa,0
Tubaria furfuracea,Tubaria furfuracea,0
Tubaria minutalis,Tubaria minutalis,0
Tubifera ferruginosa,Tubifera ferruginosa,0
Tubulicrinis calothrix,Tubulicrinis calothrix,0
Tubulicrinis glebulosus,Tubulicrinis glebulosus,0
Tubulicrinis gracillimus,Tubulicrinis gracillimus,0
Tubulicrinis subulatus,Tubulicrinis subulatus,0
Turbinellus floccosus,Turbinellus floccosus,0
Tylopilus felleus,Tylopilus felleus,0
Tylopilus porphyrosporus,Tylopilus porphyrosporus,0
Tympanis fasciculata,Tympanis fasciculata,0
Tyromyces chioneus,Tyromyces chioneus,0
Uredinopsis americana,Uredinopsis americana,0
Uredinopsis osmundae,Uredinopsis osmundae,0
Vararia gallica,Vararia gallica,0
Vararia investiens,Vararia investiens,0
Vararia racemosa,Vararia racemosa,0
Veluticeps abietina,Veluticeps abietina,0
Venturia inaequalis,Venturia inaequalis,0
Xanthoconium affine,Xanthoconium affine,0
Xanthoporia radiata,Xanthoporia radiata,0
Xenasmatella vaga,Xenasmatella vaga,0
Xerocomellus intermedius,Xerocomellus intermedius,0
Xerocomus ferrugineus,Xerocomus ferrugineus,0
Xerocomus subtomentosus,Xerocomus subtomentosus,0
Xeromphalina campanella,Xeromphalina campanella,0
Xeromphalina cauticinalis,Xeromphalina cauticinalis,0
Xeromphalina cornui,Xeromphalina cornui,0
Xeromphalina enigmatica,Xeromphalina enigmatica,0
Xeromphalina fellea,Xeromphalina fellea,0
Xeromphalina tenuipes,Xeromphalina tenuipes,0
Xylaria hypoxylon,Xylaria hypoxylon,0
Xylodon asperus,Xylodon asperus,0
Xylodon borealis,Xylodon borealis,0
Xylodon nespori,Xylodon nespori,0
Zignoëlla ovoidea,Zignoëlla ovoidea,0
